Price,Bedrooms,Bathrooms,Garages,Type,Latitude,Longitude,Remoteness
235000,3,1,1,Bungalow,52.11425,1.340694,15.169
230000,4,1,1,Detached,52.130104,1.419266,20.761
230000,3,1,0,Semi,52.099464,1.302755,12.114
230000,3,2,1,Bungalow,52.022106,1.415843,18.87
229950,2,1,0,Flat,52.09391,1.316363,12.71
225000,4,1,0,Semi,52.041485,1.411005,18.29
225000,2,1,0,Unknown,52.117867,1.333718,14.944
225000,2,1,0,Flat,52.097275,1.323901,13.329
225000,3,1,0,Semi,52.089348,1.297146,11.303
225000,3,1,0,Semi,52.125683,1.411285,20.061
220000,3,1,0,Detached,52.12986,1.42144,20.885
220000,3,1,1,Unknown,52.102604,1.312627,12.874
220000,3,1,1,Semi,52.106922,1.328796,14.076
215000,3,1,1,Semi,52.106922,1.328796,14.076
200000,1,1,0,Flat,52.090237,1.307155,11.975
200000,3,2,0,Bungalow,52.08017,1.390481,17.158
200000,3,2,0,Terraced,52.12741,1.415991,20.433
200000,1,1,0,Bungalow,52.09083,1.313229,12.386
200000,1,2,0,Bungalow,52.08999,1.3134,12.364
198500,3,1,1,Bungalow,52.09589,1.532002,26.984
195000,3,1,1,Terraced,52.0883,1.29482,11.112
195000,2,1,0,Flat,52.09055,1.315574,12.525
195000,3,1,1,Terraced,52.106922,1.328796,14.076
195000,2,1,0,Bungalow,52.163776,1.456265,24.74
195000,4,1,0,Semi,52.132877,1.417579,20.79
190000,3,1,0,Semi,52.12609,1.413026,20.188
190000,2,1,0,Bungalow,52.08017,1.390481,17.158
190000,3,2,0,Flat,52.09564,1.321311,13.096
190000,3,1,0,Semi,52.097904,1.532556,27.063
185000,2,1,0,Semi,52.125683,1.411285,20.061
185000,2,1,0,Semi,52.12986,1.42144,20.885
180000,3,1,0,Terraced,52.09059,1.29585,11.274
179950,2,2,0,Flat,52.097275,1.323901,13.329
175000,2,1,0,Flat,52.09055,1.315574,12.525
175000,2,1,1,Semi,52.12938,1.419108,20.718
170000,3,1,0,Terraced,52.13356,1.419166,20.92
170000,2,2,0,Flat,52.096264,1.324366,13.315
169500,2,2,0,Flat,52.096264,1.324366,13.315
168000,1,1,0,Flat,52.092552,1.321709,12.995
160000,3,2,0,Semi,52.133343,1.420465,20.99
160000,2,1,0,Flat,52.0965,1.324909,13.359
160000,2,1,0,Unknown,52.10576,1.33055,14.128
150000,2,1,0,Flat,52.129833,1.414262,20.439
145000,2,1,0,Flat,52.129833,1.414262,20.439
145000,2,1,0,Flat,52.129833,1.414262,20.439
142500,2,1,0,Flat,52.094822,1.321615,13.081
140000,2,1,0,Terraced,52.129566,1.416039,20.537
140000,2,1,0,Flat,52.129833,1.414262,20.439
130000,2,1,0,Flat,52.133053,1.422372,21.093
125000,2,1,0,Flat,52.13192,1.418602,20.807
125000,2,1,0,Flat,52.13192,1.418602,20.807
120000,2,1,0,Flat,52.130634,1.414879,20.516
925000,6,1,3,Detached,52.068844,1.261906,8.301
620000,5,1,2,Detached,52.06095,1.219483,5.278
585000,4,1,2,Detached,52.05414,1.271849,8.749
500000,5,1,2,Detached,52.05952,1.237939,6.492
485000,4,1,2,Detached,52.05728,1.268446,8.538
485000,5,2,2,Detached,52.054314,1.264684,8.26
450000,5,1,2,Detached,52.06991,1.213574,5.201
435000,5,1,1,Detached,52.05886,1.249199,7.246
435000,5,1,1,Unknown,52.05728,1.268446,8.538
425000,5,1,2,Detached,52.05894,1.256092,7.715
415000,4,1,2,Detached,52.059998,1.260109,8.002
400000,3,1,1,Bungalow,52.056305,1.264158,8.237
399995,4,1,1,Bungalow,52.05997,1.228079,5.835
395000,5,1,0,Detached,52.058586,1.245999,7.025
395000,4,3,1,Detached,52.05873,1.245411,6.987
390000,4,1,1,Detached,52.07175,1.211985,5.189
390000,4,1,2,Detached,52.063766,1.272772,8.918
389995,4,2,2,Detached,52.05873,1.245411,6.987
389995,5,1,1,Detached,52.05886,1.249199,7.246
385000,4,3,1,Detached,52.05873,1.245411,6.987
379995,5,1,1,Bungalow,52.065025,1.246364,7.17
379995,5,1,2,Detached,52.058098,1.23966,6.588
379995,4,1,1,Detached,52.05886,1.249199,7.246
375000,4,1,1,Detached,52.058098,1.23966,6.588
369995,4,1,2,Detached,52.060535,1.255552,7.7
365000,4,1,1,Detached,52.05894,1.256092,7.715
365000,5,1,1,Detached,52.058975,1.23577,6.337
360000,4,1,0,Detached,52.057323,1.218696,5.156
350000,3,1,1,Bungalow,52.063007,1.218711,5.28
349995,5,1,1,Detached,52.060608,1.260109,8.01
344995,4,1,1,Detached,52.05873,1.245411,6.987
340000,4,4,1,Detached,52.060596,1.257336,7.822
339995,4,1,1,Detached,52.05886,1.249199,7.246
335000,4,1,1,Detached,52.06214,1.2492615,7.303
330000,4,1,1,Detached,52.07078,1.21228,5.16
329995,4,1,1,Detached,52.065834,1.253267,7.65
329995,3,1,1,Bungalow,52.066113,1.238022,6.644
329995,4,1,1,Detached,52.058125,1.237284,6.427
329995,3,1,1,Bungalow,52.066315,1.260234,8.127
325000,3,1,2,Bungalow,52.066505,1.257343,7.939
325000,4,1,2,Detached,52.06124,1.252801,7.526
325000,4,2,1,Detached,52.07078,1.21228,5.16
325000,4,1,2,Detached,52.06124,1.252801,7.526
325000,4,2,1,Detached,52.07078,1.21228,5.16
324995,4,1,1,Detached,52.05826,1.275945,9.058
315000,4,1,1,Detached,52.064396,1.257817,7.923
315000,4,1,0,Detached,52.056004,1.217945,5.087
310000,4,1,1,Bungalow,52.059464,1.226948,5.749
300000,4,2,1,Detached,52.065136,1.23747,6.581
300000,3,1,1,Bungalow,52.06215,1.22113,5.417
299995,4,1,0,Detached,52.064404,1.253236,7.616
295000,4,1,1,Semi,52.059628,1.250116,7.319
295000,4,1,1,Detached,52.05873,1.245411,6.987
289995,3,1,2,Detached,52.072823,1.210354,5.144
289995,4,1,1,Detached,52.058113,1.24824,7.171
289995,4,1,1,Semi,52.05746,1.235689,6.31
285000,3,1,1,Detached,52.058125,1.237284,6.427
275000,3,1,1,Detached,52.060707,1.251712,7.443
275000,3,1,1,Bungalow,52.066505,1.257343,7.939
275000,3,1,1,Detached,52.060707,1.251712,7.443
270000,4,2,1,Semi,52.061733,1.255187,7.695
269995,3,1,1,Semi,52.05443,1.263686,8.193
269995,3,1,1,Bungalow,52.06037,1.217325,5.121
265000,4,1,1,Detached,52.058277,1.247479,7.121
260000,2,1,1,Bungalow,52.06577,1.254911,7.759
260000,3,1,1,Detached,52.06259,1.256737,7.815
260000,2,1,1,Bungalow,52.063007,1.218711,5.28
260000,2,1,1,Bungalow,52.06435,1.244141,7.006
259995,2,1,1,Bungalow,52.06613,1.255871,7.831
259995,3,1,1,Detached,52.058197,1.241229,6.696
259500,4,1,1,Detached,52.058113,1.24824,7.171
255000,3,1,0,Semi,52.066788,1.253541,7.692
250000,3,1,1,Detached,52.063766,1.272772,8.918
250000,2,1,1,Bungalow,52.066105,1.244093,7.046
250000,3,1,1,Detached,52.058277,1.247479,7.121
250000,3,1,1,Detached,52.061256,1.257837,7.866
250000,3,2,0,Detached,52.06214,1.2492615,7.303
250000,3,2,0,Terraced,52.06991,1.213574,5.201
250000,2,1,0,Bungalow,52.06149,1.262654,8.196
249995,3,1,1,Detached,52.06367,1.243289,6.933
249995,3,1,1,Detached,52.06259,1.256737,7.815
245000,3,1,1,Detached,52.059673,1.240197,6.648
245000,2,1,1,Bungalow,52.072823,1.210354,5.144
245000,4,1,1,Terraced,52.059002,1.237158,6.431
245000,3,1,1,Bungalow,52.05739,1.225558,5.622
240000,3,1,1,Semi,52.06317,1.274028,8.993
240000,3,1,1,Detached,52.05892,1.238057,6.491
240000,3,1,1,Detached,52.064396,1.257817,7.923
239995,4,1,1,Detached,52.060596,1.257336,7.822
239995,3,1,1,Semi,52.061462,1.249651,7.317
239995,3,1,1,Semi,52.05892,1.238057,6.491
239995,3,2,0,Terraced,52.058125,1.237284,6.427
235000,3,1,1,Semi,52.06026,1.242808,6.834
235000,3,1,1,Semi,52.061413,1.248655,7.249
235000,3,1,0,Bungalow,52.063007,1.218711,5.28
235000,3,1,0,Bungalow,52.063007,1.218711,5.28
235000,2,1,1,Bungalow,52.057823,1.232214,6.079
235000,2,1,0,Bungalow,52.060818,1.275314,9.044
235000,3,2,0,Terraced,52.061745,1.258777,7.938
235000,3,2,0,Terraced,52.061745,1.258777,7.938
234995,3,1,1,Semi,52.058197,1.241229,6.696
232500,2,1,1,Bungalow,52.05871,1.223523,5.505
229995,3,1,0,Detached,52.058067,1.243277,6.833
229950,2,1,1,Detached,52.06304,1.269655,8.695
227995,4,1,1,Detached,52.058098,1.23966,6.588
225000,2,1,1,Bungalow,52.060314,1.230686,6.017
225000,2,1,1,Bungalow,52.05753,1.221264,5.333
225000,2,1,1,Bungalow,52.06375,1.225681,5.762
225000,3,1,1,Semi,52.057182,1.233685,6.171
225000,3,1,0,Semi,52.06214,1.2492615,7.303
220000,2,1,1,Bungalow,52.054096,1.276369,9.058
220000,3,1,0,Terraced,52.05746,1.235689,6.31
220000,3,1,1,Semi,52.072823,1.210354,5.144
220000,2,1,1,Bungalow,52.064484,1.232374,6.225
219995,3,1,1,Terraced,52.062923,1.255784,7.757
217995,3,1,1,Terraced,52.05949,1.247217,7.12
215000,2,1,1,Bungalow,52.059807,1.230431,5.99
215000,3,1,0,Semi,52.06613,1.255871,7.831
210000,2,1,0,Flat,52.06061,1.23812,6.523
210000,2,1,0,Flat,52.06061,1.23812,6.523
210000,2,1,0,Flat,52.06061,1.23812,6.523
199995,2,1,1,Terraced,52.06249,1.24348,6.921
195000,2,1,0,Terraced,52.058067,1.243277,6.833
195000,2,1,1,Terraced,52.062923,1.248867,7.291
195000,2,1,1,Semi,52.06443,1.256244,7.818
195000,3,1,1,Semi,52.06188,1.22219,5.481
195000,2,1,0,Semi,52.063522,1.241892,6.836
189995,2,1,0,Terraced,52.06156,1.246448,7.102
189995,2,1,0,Terraced,52.062016,1.271944,8.833
189995,2,1,0,Terraced,52.06156,1.246448,7.102
189995,2,1,0,Terraced,52.062016,1.271944,8.833
187995,2,1,0,Semi,52.05812,1.246359,7.043
185000,2,1,1,Bungalow,52.062172,1.284811,9.707
185000,2,1,1,Semi,52.064396,1.257817,7.923
185000,2,1,0,Semi,52.06322,1.241987,6.836
184995,2,1,1,Terraced,52.060318,1.25431,7.613
182000,2,1,1,Flat,52.054096,1.276369,9.058
180000,1,1,0,Flat,52.06061,1.23812,6.523
180000,1,1,0,Flat,52.06061,1.23812,6.523
180000,1,1,0,Flat,52.06061,1.23812,6.523
180000,1,1,0,Flat,52.06061,1.23812,6.523
180000,2,1,1,Bungalow,52.060467,1.270444,8.709
180000,2,1,0,Bungalow,52.07351,1.212928,5.336
179995,2,1,1,Flat,52.05366,1.272909,8.82
170000,2,1,1,Semi,52.060467,1.270444,8.709
170000,1,1,0,Flat,52.06061,1.23812,6.523
170000,1,1,0,Flat,52.06061,1.23812,6.523
169995,2,1,1,Bungalow,52.060467,1.270444,8.709
169995,2,1,0,Unknown,52.06613,1.255871,7.831
169995,2,1,0,Terraced,52.06322,1.241987,6.836
169995,2,1,0,Unknown,52.06613,1.255871,7.831
168000,1,1,0,Unknown,52.06061,1.23812,6.523
149995,2,1,0,Terraced,52.06336,1.281848,9.524
139995,1,1,0,Unknown,52.061745,1.258777,7.938
135000,2,1,0,Flat,52.061523,1.237719,6.514
130000,2,1,0,Flat,52.06179,1.254053,7.62
129995,2,1,0,Flat,52.058735,1.249861,7.289
127000,2,2,0,Flat,52.05705,1.237498,6.428
125995,1,1,0,Flat,52.060467,1.270444,8.709
125000,2,1,0,Flat,52.058735,1.249861,7.289
122000,2,1,0,Flat,52.059628,1.250116,7.319
120000,1,1,1,Flat,52.0599,1.273102,8.882
