Price,Bedrooms,Bathrooms,Garages,Type,Latitude,Longitude,Remoteness
1400000,3,2,0,Flat,51.497128,-0.015009,0.699
1400000,3,2,0,Flat,51.497128,-0.015009,0.699
1399000,3,2,0,Flat,51.509476,0.005646,1.826
1395000,4,1,0,Unknown,51.509388,-0.033902,1.275
1370000,3,2,0,Flat,51.497128,-0.015009,0.699
1370000,3,1,0,Flat,51.497128,-0.015009,0.699
1370000,3,2,0,Flat,51.496655,-0.015851,0.731
1370000,3,2,0,Flat,51.497128,-0.015009,0.699
1370000,3,2,0,Flat,51.497128,-0.015009,0.699
1370000,3,2,0,Flat,51.497128,-0.015009,0.699
1370000,3,2,0,Flat,51.496067,-0.015631,0.798
1370000,3,2,0,Flat,51.496655,-0.015851,0.731
1360000,3,2,0,Flat,51.498775,-0.021104,0.501
1350000,4,1,0,Detached,51.502415,-0.007531,0.769
1350000,3,1,0,Flat,51.49721,-0.015783,0.673
1350000,4,3,0,Detached,51.509388,-0.033902,1.275
1340000,3,2,0,Flat,51.498775,-0.021104,0.501
1325000,3,2,0,Flat,51.4974,-0.012937,0.736
1325000,3,1,0,Flat,51.500282,-0.010103,0.661
1300000,4,3,0,Semi,51.509388,-0.033902,1.275
1300000,3,2,0,Flat,51.496655,-0.015851,0.731
1300000,3,2,0,Flat,51.50678,-0.004603,1.056
1295000,3,1,0,Flat,51.51869,-0.01583,1.755
1260000,3,2,0,Flat,51.498775,-0.021104,0.501
1260000,2,1,0,Flat,51.500675,-0.010129,0.641
1260000,3,2,0,Flat,51.498775,-0.021104,0.501
1250000,2,1,0,Flat,51.500675,-0.010129,0.641
1250000,3,2,0,Flat,51.50286,-0.026056,0.516
1250000,3,1,0,Flat,51.50629,-0.004379,1.05
1250000,2,1,0,Flat,51.507107,-0.02129,0.493
1250000,2,1,0,Flat,51.51024,-0.025218,0.926
1250000,3,2,0,Flat,51.498775,-0.021104,0.501
1250000,3,1,0,Flat,51.50629,-0.004379,1.05
1241000,2,2,0,Flat,51.500732,-0.016524,0.29
1230000,3,2,0,Unknown,51.512054,-0.038471,1.704
1225000,2,2,0,Flat,51.49721,-0.015783,0.673
1220000,3,2,0,Flat,51.498775,-0.021104,0.501
1210000,1,1,0,Flat,51.498775,-0.021104,0.501
1200000,3,2,0,Flat,51.498775,-0.021104,0.501
1195000,3,1,0,Flat,51.505737,-0.005167,0.978
1150000,4,2,0,Detached,51.512676,-0.034697,1.549
1150000,2,2,0,Flat,51.49676,-0.015083,0.735
1150000,3,3,1,Detached,51.510044,-0.037102,1.501
1150000,4,1,0,Detached,51.512676,-0.034697,1.549
1150000,2,2,0,Flat,51.49676,-0.015083,0.735
1100000,3,2,0,Flat,51.50678,-0.004603,1.056
1100000,4,1,0,Detached,51.496475,-0.024316,0.826
1100000,2,2,0,Unknown,51.506195,-0.00519,0.994
1100000,2,2,0,Flat,51.498775,-0.021104,0.501
1100000,4,3,0,Detached,51.496475,-0.024316,0.826
1100000,4,3,0,Detached,51.496475,-0.024316,0.826
1100000,4,1,0,Detached,51.496475,-0.024316,0.826
1100000,5,1,0,Unknown,51.49066,-0.023977,1.422
1100000,4,1,0,Detached,51.496475,-0.024316,0.826
1100000,4,3,0,Detached,51.496475,-0.024316,0.826
1100000,4,1,0,Unknown,51.4883,-0.021083,1.644
1095000,3,2,0,Flat,51.506195,-0.00519,0.994
1055000,3,2,0,Flat,51.50127,-0.018157,0.195
1050000,3,2,0,Flat,51.50678,-0.004603,1.056
1050000,2,1,0,Flat,51.507107,-0.02129,0.493
1050000,3,2,0,Flat,51.509655,-0.034741,1.34
1050000,4,2,1,Detached,51.49139,-0.003921,1.643
1012000,2,2,0,Flat,51.508408,0.008064,1.941
1012000,2,2,0,Flat,51.509476,0.005646,1.826
1000000,3,1,0,Flat,51.509476,0.005646,1.826
1000000,2,1,0,Unknown,51.500603,-0.016159689,0.316
1000000,2,1,0,Flat,51.500675,-0.010129,0.641
1000000,3,2,0,Flat,51.509476,0.005646,1.826
1000000,2,2,0,Flat,51.508408,0.008064,1.941
1000000,4,2,0,Flat,51.510468,-0.037646,1.558
999999,2,1,0,Unknown,51.509476,0.005646,1.826
999999,3,1,0,Unknown,51.509712,-0.035675,1.398
999995,2,2,0,Flat,51.50988,-0.039112,1.613
999950,4,1,0,Unknown,51.510468,-0.037646,1.558
999000,2,1,0,Unknown,51.509476,0.005646,1.826
999000,2,2,0,Flat,51.509476,0.005646,1.826
999000,2,2,0,Flat,51.509476,0.005646,1.826
999000,2,1,0,Flat,51.509476,0.005646,1.826
999000,2,2,0,Flat,51.509476,0.005646,1.826
999000,2,1,0,Flat,51.509476,0.005646,1.826
999000,2,1,0,Flat,51.516514,-0.00755,1.686
999000,1,1,0,Flat,51.508247,0.007855,1.922
999000,2,1,0,Flat,51.509476,0.005646,1.826
999000,2,3,0,Flat,51.50678,-0.004603,1.056
999000,2,2,0,Flat,51.509476,0.005646,1.826
999000,2,1,0,Flat,51.509476,0.005646,1.826
999000,2,1,0,Flat,51.516514,-0.00755,1.686
999000,2,1,0,Flat,51.51215,-0.009424322,1.199
999000,2,2,0,Flat,51.509476,0.005646,1.826
998995,2,2,0,Flat,51.509476,0.005646,1.826
995000,2,2,0,Flat,51.50922,-0.035638,1.367
995000,3,1,0,Unknown,51.509953,-0.03431,1.334
994995,2,2,0,Flat,51.497128,-0.015009,0.699
990000,2,2,0,Flat,51.509476,0.005646,1.826
990000,2,2,0,Flat,51.51215,-0.009424322,1.199
990000,2,2,0,Flat,51.509476,0.005646,1.826
989999,2,1,0,Flat,51.509476,0.005646,1.826
989000,2,2,0,Flat,51.500282,-0.010103,0.661
986000,2,2,0,Flat,51.500732,-0.016524,0.29
975000,2,2,0,Flat,51.509476,0.005646,1.826
975000,5,1,0,Unknown,51.492367,-0.003691,1.569
975000,2,1,0,Unknown,51.500603,-0.016159689,0.316
975000,2,2,0,Flat,51.500603,-0.016159689,0.316
970000,2,2,0,Flat,51.500282,-0.010103,0.661
965200,2,2,0,Flat,51.50678,-0.004603,1.056
965000,2,2,0,Unknown,51.506195,-0.00519,0.994
960000,3,2,0,Flat,51.51082,-0.038178,1.61
950000,3,1,0,Flat,51.509476,0.005646,1.826
950000,4,1,0,Unknown,51.486973,-0.012282,1.835
950000,3,2,0,Flat,51.498688,-0.019437,0.483
950000,3,1,0,Unknown,51.508247,0.007855,1.922
950000,2,2,0,Flat,51.49838,-0.018369,0.514
950000,2,2,0,Flat,51.506195,-0.00519,0.994
950000,2,1,0,Flat,51.500675,-0.010129,0.641
950000,2,1,0,Flat,51.51082,-0.038178,1.61
949995,2,2,0,Flat,51.51082,-0.038178,1.61
949995,2,2,0,Flat,51.51082,-0.038178,1.61
941000,2,2,0,Flat,51.499973,-0.013185,0.504
940000,2,1,0,Flat,51.496067,-0.015631,0.798
935000,3,2,0,Flat,51.514503,-0.03222245,1.589
925000,3,2,0,Flat,51.507645,-0.023818,0.63
925000,2,2,0,Flat,51.498775,-0.021104,0.501
925000,2,2,0,Flat,51.50922,-0.035638,1.367
925000,2,2,0,Flat,51.509476,0.005646,1.826
925000,2,2,0,Flat,51.502247,-0.025348,0.475
925000,2,1,0,Flat,51.50988,-0.039112,1.613
921000,3,2,0,Flat,51.498775,-0.021104,0.501
919888,2,2,0,Flat,51.497128,-0.015009,0.699
915000,2,1,0,Unknown,51.511578,-0.034211,1.441
915000,2,2,0,Flat,51.498775,-0.021104,0.501
905000,2,2,0,Flat,51.498775,-0.021104,0.501
905000,2,2,0,Flat,51.498775,-0.021104,0.501
900000,2,2,0,Unknown,51.497128,-0.015009,0.699
900000,2,1,0,Flat,51.49721,-0.015783,0.673
900000,3,1,0,Flat,51.509476,0.005646,1.826
900000,2,2,0,Flat,51.500034,-0.017836,0.334
900000,3,3,0,Flat,51.510384,-0.034277,1.361
899995,2,2,0,Flat,51.49721,-0.015783,0.673
899995,2,1,0,Unknown,51.50979,-0.001747,1.389
899950,3,1,0,Flat,51.498775,-0.021104,0.501
895000,2,2,0,Flat,51.497128,-0.015009,0.699
889888,2,2,0,Flat,51.497128,-0.015009,0.699
885000,2,2,0,Flat,51.498775,-0.021104,0.501
885000,2,2,0,Flat,51.51032,-0.039482,1.659
875000,2,2,0,Flat,51.500034,-0.017836,0.334
875000,2,1,0,Flat,51.506195,-0.00519,0.994
875000,2,2,0,Flat,51.4974,-0.012937,0.736
875000,3,3,0,Unknown,51.496475,-0.024316,0.826
874000,2,2,0,Flat,51.499973,-0.013185,0.504
870000,2,1,0,Flat,51.500034,-0.017836,0.334
869000,3,1,0,Flat,51.505184,-0.005998,0.905
865000,2,2,0,Flat,51.50988,-0.039112,1.613
865000,2,2,0,Flat,51.50922,-0.035638,1.367
865000,2,1,0,Flat,51.50629,-0.004379,1.05
860000,2,2,0,Flat,51.49838,-0.018369,0.514
860000,2,2,0,Flat,51.506195,-0.00519,0.994
860000,2,2,0,Flat,51.49838,-0.018369,0.514
850000,2,1,0,Flat,51.50678,-0.004603,1.056
850000,4,1,0,Detached,51.490246,-0.005311,1.69
850000,2,2,0,Flat,51.49428,-0.007886,1.221
850000,2,2,0,Flat,51.49779,-0.018193,0.58
850000,2,1,0,Flat,51.506195,-0.00519,0.994
850000,4,1,0,Detached,51.490246,-0.005311,1.69
850000,2,2,0,Flat,51.50683,-0.00437,1.073
850000,2,2,0,Flat,51.497128,-0.015009,0.699
850000,2,2,0,Flat,51.4974,-0.012937,0.736
850000,2,1,0,Flat,51.492397,-0.026221,1.292
850000,2,2,0,Flat,51.500034,-0.017836,0.334
850000,2,2,0,Flat,51.500034,-0.017836,0.334
850000,2,2,0,Flat,51.500034,-0.017836,0.334
850000,2,2,0,Flat,51.500603,-0.016159689,0.316
850000,2,1,0,Flat,51.500034,-0.017836,0.334
850000,3,1,0,Flat,51.500603,-0.016159689,0.316
850000,2,2,0,Flat,51.50678,-0.004603,1.056
850000,2,2,0,Flat,51.500034,-0.017836,0.334
850000,2,1,0,Unknown,51.507107,-0.02129,0.493
850000,2,2,0,Unknown,51.500603,-0.016159689,0.316
850000,2,1,0,Flat,51.49721,-0.015783,0.673
849999,2,2,0,Unknown,51.500603,-0.016159689,0.316
849995,3,2,0,Flat,51.489014,-0.008635,1.701
849995,2,2,0,Flat,51.500034,-0.017836,0.334
849995,3,2,0,Flat,51.51082,-0.038178,1.61
849995,3,2,0,Flat,51.489014,-0.008635,1.701
849000,5,1,0,Detached,51.48713,-0.015689,1.776
845000,2,2,0,Flat,51.507515,-0.022613,0.574
840000,3,2,0,Flat,51.498775,-0.021104,0.501
840000,2,1,0,Flat,51.50715,-0.02907,0.859
839950,2,2,0,Flat,51.500034,-0.017836,0.334
835000,3,1,0,Flat,51.509476,0.005646,1.826
835000,2,1,0,Flat,51.505737,-0.005167,0.978
835000,2,2,0,Flat,51.498688,-0.019437,0.483
830000,3,1,0,Flat,51.508057,-0.010427,0.798
830000,2,1,0,Unknown,51.500034,-0.017836,0.334
830000,2,2,0,Flat,51.4974,-0.012937,0.736
830000,3,2,0,Flat,51.508057,-0.010427,0.798
830000,3,2,0,Detached,51.508057,-0.010427,0.798
830000,3,2,0,Flat,51.508057,-0.010427,0.798
829000,2,2,0,Flat,51.500034,-0.017836,0.334
825000,2,1,0,Unknown,51.498158,-0.020569,0.555
825000,2,2,0,Flat,51.505737,-0.005167,0.978
825000,3,2,1,Detached,51.51114,-0.033264,1.36
825000,2,2,0,Flat,51.4974,-0.012937,0.736
825000,2,2,0,Flat,51.50127,-0.018157,0.195
825000,2,2,0,Flat,51.500034,-0.017836,0.334
825000,3,2,1,Detached,51.49139,-0.003921,1.643
825000,2,1,0,Unknown,51.500034,-0.017836,0.334
825000,2,2,0,Flat,51.49721,-0.015783,0.673
820000,2,1,0,Flat,51.500034,-0.017836,0.334
820000,2,2,0,Unknown,51.500034,-0.017836,0.334
820000,2,2,0,Flat,51.500034,-0.017836,0.334
820000,3,2,0,Flat,51.508057,-0.010427,0.798
820000,2,2,0,Flat,51.500034,-0.017836,0.334
820000,2,1,0,Unknown,51.50127,-0.018157,0.195
819995,2,2,0,Unknown,51.500034,-0.017836,0.334
819950,3,1,0,Flat,51.500603,-0.016159689,0.316
819888,2,2,0,Flat,51.500034,-0.017836,0.334
815000,2,2,0,Flat,51.4974,-0.012937,0.736
815000,2,2,0,Flat,51.4974,-0.012937,0.736
810000,1,1,0,Unknown,51.498158,-0.020569,0.555
805000,3,2,0,Flat,51.508533,2.8e-05,1.429
800000,2,2,0,Flat,51.502247,-0.025348,0.475
800000,2,1,0,Unknown,51.506298,-0.005805,0.959
800000,2,2,0,Flat,51.506195,-0.00519,0.994
800000,2,2,0,Flat,51.502247,-0.025348,0.475
800000,2,2,0,Flat,51.500603,-0.016159689,0.316
800000,2,1,0,Flat,51.505737,-0.005167,0.978
800000,2,1,0,Flat,51.500034,-0.017836,0.334
800000,2,1,0,Flat,51.502247,-0.025348,0.475
800000,2,1,0,Flat,51.50127,-0.018157,0.195
800000,2,2,0,Flat,51.500603,-0.016159689,0.316
800000,2,2,0,Flat,51.505184,-0.005998,0.905
800000,2,1,0,Flat,51.50127,-0.018157,0.195
800000,2,1,0,Flat,51.505184,-0.005998,0.905
800000,2,2,0,Flat,51.4974,-0.012937,0.736
800000,2,2,0,Flat,51.500603,-0.016159689,0.316
800000,3,2,0,Flat,51.500603,-0.016159689,0.316
800000,2,1,0,Unknown,51.506298,-0.005805,0.959
800000,2,2,0,Flat,51.50629,-0.004379,1.05
799995,2,2,0,Flat,51.50121,-0.019341,0.206
799995,2,1,0,Unknown,51.500034,-0.017836,0.334
799995,2,2,0,Flat,51.50629,-0.004379,1.05
799995,2,2,0,Flat,51.500034,-0.017836,0.334
799995,2,2,0,Flat,51.501957,-0.024698,0.438
799950,2,1,0,Unknown,51.50629,-0.004379,1.05
799950,3,1,0,Flat,51.498688,-0.019437,0.483
799950,3,2,1,Terraced,51.49271,-0.021223,1.159
799900,3,2,0,Flat,51.498775,-0.021104,0.501
799888,2,2,0,Flat,51.497128,-0.015009,0.699
799000,2,1,0,Flat,51.496655,-0.015851,0.731
799000,2,2,0,Flat,51.497128,-0.015009,0.699
799000,2,2,0,Flat,51.49721,-0.015783,0.673
798000,2,1,0,Flat,51.500034,-0.017836,0.334
795000,2,2,0,Flat,51.506195,-0.00519,0.994
795000,1,1,0,Flat,51.498775,-0.021104,0.501
795000,3,2,0,Flat,51.505413,-0.00668,0.868
795000,2,2,0,Flat,51.496094,-0.026681,0.95
795000,2,2,0,Flat,51.49968,-0.027116,0.696
790000,2,1,0,Flat,51.49721,-0.015783,0.673
790000,2,1,0,Flat,51.497128,-0.015009,0.699
790000,3,2,0,Flat,51.498775,-0.021104,0.501
789000,3,2,0,Flat,51.49779,-0.018193,0.58
788995,2,2,0,Flat,51.506195,-0.00519,0.994
788000,2,2,0,Flat,51.500034,-0.017836,0.334
785000,2,2,0,Flat,51.50127,-0.018157,0.195
785000,2,2,0,Flat,51.50127,-0.018157,0.195
785000,2,2,0,Unknown,51.506298,-0.005805,0.959
785000,2,2,0,Flat,51.50127,-0.018157,0.195
785000,2,2,0,Flat,51.498688,-0.019437,0.483
785000,2,2,0,Flat,51.50127,-0.018157,0.195
780000,2,2,0,Flat,51.497128,-0.015009,0.699
780000,2,2,0,Unknown,51.500034,-0.017836,0.334
780000,2,2,0,Flat,51.50715,-0.02907,0.859
780000,2,1,0,Flat,51.497128,-0.015009,0.699
780000,2,2,0,Flat,51.497128,-0.015009,0.699
780000,2,2,0,Flat,51.500034,-0.017836,0.334
780000,2,2,0,Flat,51.500034,-0.017836,0.334
780000,2,2,0,Flat,51.500034,-0.017836,0.334
780000,3,2,0,Flat,51.520042,-0.010913,1.968
780000,1,1,0,Flat,51.496655,-0.015851,0.731
780000,2,1,0,Flat,51.49721,-0.015783,0.673
779995,2,2,0,Flat,51.50127,-0.018157,0.195
775000,2,2,0,Flat,51.50629,-0.004379,1.05
775000,2,1,0,Flat,51.50127,-0.018157,0.195
775000,2,1,0,Flat,51.50127,-0.018157,0.195
775000,2,2,0,Flat,51.50127,-0.018157,0.195
775000,2,2,0,Flat,51.507107,-0.02129,0.493
775000,2,2,0,Flat,51.50121,-0.019341,0.206
775000,2,2,0,Flat,51.50127,-0.018157,0.195
775000,3,2,0,Flat,51.510124,0.000213,1.524
775000,4,2,0,Detached,51.490135,-0.021579,1.445
775000,2,1,0,Flat,51.50127,-0.018157,0.195
775000,2,2,0,Flat,51.507107,-0.02129,0.493
775000,2,2,0,Terraced,51.50127,-0.018157,0.195
775000,1,1,0,Flat,51.496655,-0.015851,0.731
770000,2,2,0,Flat,51.496655,-0.015851,0.731
770000,2,2,0,Flat,51.50121,-0.019341,0.206
770000,1,1,0,Flat,51.498775,-0.021104,0.501
769950,2,1,0,Unknown,51.510445,-0.04112,1.765
765000,2,2,0,Flat,51.497128,-0.015009,0.699
765000,2,2,0,Flat,51.50127,-0.018157,0.195
765000,2,1,0,Flat,51.518227,-0.015605,1.706
765000,2,1,0,Flat,51.518227,-0.015605,1.706
760000,1,1,0,Flat,51.497128,-0.015009,0.699
760000,1,1,0,Flat,51.498775,-0.021104,0.501
760000,1,1,0,Flat,51.497128,-0.015009,0.699
760000,3,2,0,Flat,51.498775,-0.021104,0.501
760000,3,2,0,Flat,51.498775,-0.021104,0.501
760000,3,1,0,Flat,51.498775,-0.021104,0.501
760000,1,1,0,Flat,51.496655,-0.015851,0.731
759999,2,2,0,Flat,51.508057,-0.010427,0.798
759995,2,1,0,Flat,51.496655,-0.015851,0.731
754999,1,1,0,Flat,51.500675,-0.010129,0.641
751500,3,3,0,Flat,51.498775,-0.021104,0.501
751000,2,2,0,Flat,51.500034,-0.017836,0.334
750000,2,2,0,Flat,51.50127,-0.018157,0.195
750000,2,2,0,Flat,51.502247,-0.025348,0.475
750000,4,2,0,Terraced,51.49862,-0.00761,0.903
750000,2,2,0,Flat,51.497128,-0.015009,0.699
750000,2,2,0,Flat,51.496655,-0.015851,0.731
750000,3,2,0,Flat,51.51114,-0.033264,1.36
750000,2,2,0,Unknown,51.50127,-0.018157,0.195
750000,1,1,0,Flat,51.497128,-0.015009,0.699
750000,2,2,0,Flat,51.50121,-0.019341,0.206
750000,4,2,0,Detached,51.516415,-0.032489,1.775
750000,4,2,0,Detached,51.516415,-0.032489,1.775
750000,4,2,0,Semi,51.489227,-0.005197,1.791
750000,2,1,0,Flat,51.50127,-0.018157,0.195
750000,2,2,0,Flat,51.4974,-0.012937,0.736
750000,2,1,0,Flat,51.50127,-0.018157,0.195
750000,4,2,0,Detached,51.516415,-0.032489,1.775
750000,3,1,0,Unknown,51.498184,-0.020035,0.545
750000,2,2,0,Flat,51.4974,-0.012937,0.736
750000,2,2,0,Flat,51.509937,-0.000458,1.474
750000,3,1,1,Detached,51.490135,-0.021579,1.445
750000,4,1,0,Detached,51.516415,-0.032489,1.775
750000,1,1,0,Flat,51.497128,-0.015009,0.699
750000,3,2,0,Flat,51.51114,-0.033264,1.36
750000,2,2,0,Unknown,51.50127,-0.018157,0.195
750000,1,1,0,Flat,51.498775,-0.021104,0.501
750000,2,2,0,Flat,51.500034,-0.017836,0.334
750000,2,2,0,Flat,51.500034,-0.017836,0.334
749999,1,1,0,Flat,51.500675,-0.010129,0.641
749999,1,1,0,Flat,51.50723,-0.028043,0.805
749995,2,2,0,Flat,51.492817,-0.026678,1.263
749950,2,2,0,Flat,51.500034,-0.017836,0.334
749950,4,1,0,Detached,51.490135,-0.021579,1.445
749000,3,2,0,Flat,51.500603,-0.016159689,0.316
749000,2,2,0,Flat,51.49968,-0.027116,0.696
745000,1,1,0,Flat,51.500732,-0.016524,0.29
745000,2,2,0,Flat,51.501957,-0.024698,0.438
745000,2,1,0,Flat,51.50629,-0.004379,1.05
740000,3,2,0,Flat,51.498775,-0.021104,0.501
740000,2,1,0,Flat,51.509476,0.005646,1.826
740000,1,1,0,Unknown,51.501755,-0.021148,0.224
740000,2,2,0,Unknown,51.509476,0.005646,1.826
739000,3,1,0,Flat,51.509476,0.005646,1.826
735000,1,1,0,Flat,51.498775,-0.021104,0.501
735000,3,1,0,Flat,51.509476,0.005646,1.826
735000,3,2,0,Flat,51.500603,-0.016159689,0.316
735000,3,1,0,Flat,51.509476,0.005646,1.826
735000,3,1,0,Flat,51.51484,-0.02698,1.439
735000,2,2,0,Flat,51.500034,-0.017836,0.334
733888,2,2,0,Flat,51.498775,-0.021104,0.501
730000,2,1,0,Flat,51.500603,-0.016159689,0.316
730000,2,2,0,Flat,51.508408,0.008064,1.941
730000,2,2,0,Flat,51.498775,-0.021104,0.501
730000,2,2,0,Flat,51.49721,-0.015783,0.673
730000,2,2,0,Flat,51.500034,-0.017836,0.334
729995,2,2,0,Flat,51.498775,-0.021104,0.501
729995,2,1,0,Flat,51.500603,-0.016159689,0.316
729000,2,2,0,Flat,51.49779,-0.018193,0.58
725000,1,1,0,Flat,51.4974,-0.012937,0.736
725000,1,1,0,Flat,51.497128,-0.015009,0.699
725000,3,2,0,Unknown,51.498775,-0.021104,0.501
725000,2,2,0,Flat,51.508545,-0.033001,1.172
725000,2,2,0,Flat,51.500034,-0.017836,0.334
725000,4,2,0,Terraced,51.486973,-0.012282,1.835
725000,2,2,0,Flat,51.486263,-0.015568,1.873
725000,3,2,0,Flat,51.498775,-0.021104,0.501
725000,3,2,0,Flat,51.498775,-0.021104,0.501
725000,2,2,0,Flat,51.508545,-0.033001,1.172
725000,1,1,0,Flat,51.497128,-0.015009,0.699
725000,3,2,0,Unknown,51.498775,-0.021104,0.501
725000,3,1,0,Flat,51.509476,0.005646,1.826
725000,2,2,0,Flat,51.500034,-0.017836,0.334
725000,3,1,0,Flat,51.509476,0.005646,1.826
725000,2,2,0,Unknown,51.505703,-0.009982,0.668
725000,1,1,0,Flat,51.500732,-0.016524,0.29
724995,2,2,0,Flat,51.500034,-0.017836,0.334
724995,2,1,0,Unknown,51.49721,-0.015783,0.673
720000,2,1,0,Unknown,51.4974,-0.012937,0.736
720000,2,2,0,Flat,51.498775,-0.021104,0.501
720000,3,1,0,Flat,51.508247,0.007855,1.922
720000,2,2,0,Flat,51.506195,-0.00519,0.994
720000,2,2,0,Flat,51.49779,-0.018193,0.58
720000,2,2,0,Flat,51.508057,-0.010427,0.798
720000,1,1,0,Flat,51.498775,-0.021104,0.501
720000,2,1,0,Flat,51.49721,-0.015783,0.673
720000,2,2,0,Flat,51.497128,-0.015009,0.699
720000,2,1,0,Flat,51.497128,-0.015009,0.699
720000,3,1,0,Flat,51.509476,0.005646,1.826
720000,2,2,0,Flat,51.4974,-0.012937,0.736
720000,2,2,0,Flat,51.49676,-0.015083,0.735
720000,2,2,0,Flat,51.507515,-0.022613,0.574
720000,2,2,0,Flat,51.497128,-0.015009,0.699
720000,2,1,0,Flat,51.509476,0.005646,1.826
720000,3,1,0,Flat,51.509476,0.005646,1.826
720000,2,2,0,Unknown,51.507515,-0.022613,0.574
719995,2,2,0,Flat,51.496655,-0.015851,0.731
718000,3,2,0,Flat,51.509476,0.005646,1.826
718000,3,1,0,Flat,51.509476,0.005646,1.826
715000,2,2,0,Flat,51.508408,0.008064,1.941
715000,2,2,0,Flat,51.502247,-0.025348,0.475
715000,3,1,0,Flat,51.509476,0.005646,1.826
715000,2,2,0,Flat,51.497128,-0.015009,0.699
710000,2,2,0,Flat,51.508408,0.008064,1.941
710000,3,2,0,Flat,51.509476,0.005646,1.826
710000,1,1,0,Flat,51.498775,-0.021104,0.501
710000,1,1,0,Flat,51.497128,-0.015009,0.699
710000,1,1,0,Flat,51.497128,-0.015009,0.699
710000,3,1,1,Terraced,51.48816,-0.014405,1.675
710000,2,1,0,Flat,51.501957,-0.024698,0.438
710000,3,1,0,Flat,51.509476,0.005646,1.826
705000,2,2,0,Flat,51.500603,-0.016159689,0.316
705000,4,2,0,Detached,51.49862,-0.00761,0.903
705000,1,1,0,Flat,51.498775,-0.021104,0.501
704000,1,1,0,Flat,51.499973,-0.013185,0.504
701500,1,1,0,Unknown,51.500675,-0.010129,0.641
701000,1,1,0,Flat,51.499973,-0.013185,0.504
